,0
1kui,6.8087552182239435
1kuk,6.96653859011925
1kyv,7.282221446243831
1kzk,9.306800168022752
1kzn,6.690088412909602
1l8g,6.640947015181553
1laf,5.114668221717699
1lag,5.389725750391634
1lah,5.097984418164793
1lan,2.953749138345245
1lcp,2.4063913991931476
1lee,7.349293805907095
1lf2,7.165385158869199
1lgt,5.435217303790526
1lgw,4.699555785971121
1lhu,8.658351253770713
1li2,4.367047832971578
1lke,9.978618438165391
1lnm,9.630294026758238
1lpk,6.988601332516776
1lpz,7.131637738526374
1lrh,6.144531114405885
1lst,5.222867430177721
1lyb,6.382948906466188
1lzq,6.982895740298888
1m0b,6.533364041457826
1m0o,6.408621623295064
1m1b,5.167524864396749
1m2p,7.0796040245275185
1m2r,7.773843866147955
1m2x,2.719119860916563
1m48,5.6664836952334845
1m4h,7.164465353332051
1m5w,5.033290962404069
1m83,7.692770177635179
1mai,2.3199443676108844
1mes,8.972158126282643
1met,9.368930758773503
1mfa,4.597843130095701
1mfd,4.605108544631338
1mfi,6.24586920308348
1mmq,6.314936456580926
1mmr,5.748793350578307
1moq,4.9102496598811145
1mq5,7.217141881999074
1mrn,7.63021081061502
1mrs,6.184184875399421
1mrw,8.16686173352595
1mrx,8.389523921233192
1msm,9.272249054476745
1msn,8.799778174958274
1mtr,8.814400634847319
1mu6,6.441608717691973
1mu8,6.9157961012318605
1mue,6.595364530436783
1my4,5.7873265576018715
1n0s,8.14617695075442
1n3i,7.16717510743921
1n46,8.693013583347447
1n4h,7.219597028337774
1n4k,2.396574835801718
1n51,7.701635284386375
1n5r,4.992861836818953
1ndv,3.6589420103126113
1nf8,7.427411526206951
1nfu,7.654218084870548
1nfw,7.349500849586941
1nfx,7.30433175272997
1nh0,8.190633285754087
1nhz,8.732469393795727
1njc,6.111283816465388
1njd,6.582464170344285
1njs,8.248744011545147
1nl9,6.956265446450731
1nli,4.312358923673091
1nm6,10.147082046369993
1no6,6.0087957959983855
1np0,4.5758310994102995
1nq7,7.782169680070906
1nt1,10.63732580717623
1nvr,10.567615039538726
1nvs,8.739892189506921
1nw4,6.741968243092357
1nw5,7.390279361381796
1nw7,5.7973489405973355
1nz7,6.147864797440145
1o0f,3.6635795089523797
1o0m,4.193077632302182
1o0n,4.20895914159569
1o1s,5.142309951920775
1o2h,5.6195897006924
1o2j,3.439314131670123
1o2n,4.758048423414868
1o2o,5.665492193827471
1o2q,6.3700807220806945
1o2r,6.235445672958316
1o2w,4.915302295088409
1o2z,5.777460506574128
1o30,6.01076131201313
1o33,3.996651236296366
1o35,4.308824142470062
1o36,5.428455858752619
1o38,5.756817342380133
1o3d,6.006410596848821
1o3i,5.737361181985791
1o3j,5.062896110206215
1o3l,5.213034604064816
1o5a,5.285497443858907
1o5c,5.268780415391162
1o5e,6.138661845765418
1o5g,6.660763053864004
1o5r,7.5782029770761445
1o7o,6.72011464279035
1o86,6.88107991231949
1oar,8.163132848873067
1oau,5.0728908640619705
1oba,1.5286015647471134
1ocq,6.130858537345318
1odi,6.920979187946896
1odj,7.242947498487308
1oe8,4.405783537107694
1ogd,4.442523997673683
1ogg,6.95352421610846
1ogx,6.648149477246967
1ogz,7.3995879333121195
1ohr,8.04368613239985
1oif,5.235178834937686
1okl,4.744347867478646
1ony,6.437055155679167
1onz,7.119622210376457
1ork,8.869856165338746
1os5,6.788559366304479
1oss,2.871876303196582
1owe,4.702786296901404
1oxr,4.066814212511639
1oyq,4.904790281768988
1p19,5.459938389111194
1p1o,6.126140599438042
1p57,4.5922088840107325
1pa9,5.030835116593478
1pb8,4.169274603838933
1pfu,2.5390574349413257
1phw,3.5153222447456125
1pkx,7.792904475187729
1pme,6.747352078240215
1pot,4.526695996929272
1ppc,5.091786397735381
1pph,5.227873550504241
1ppi,8.15920251631547
1ppk,5.989165117367146
1ppl,7.081822749366936
1pro,9.47855968777948
1pvn,6.5594025820858874
1pxp,6.969464481040842
1pyn,6.592507887232437
1pzi,3.3631321998296286
1pzp,4.8603119134047414
1q1g,6.5757429449401315
1q54,3.4084737165078223
1q5k,4.283846001229316
1q65,6.151371250031572
1q72,5.4777175656459836
1q84,11.16167371898989
1q8w,6.293238139038802
1q91,6.551365650054071
1qan,7.579914584794323
1qaw,6.7464833341511365
1qb1,6.033797719283438
1qb6,5.473563052347203
1qb9,5.809302215748922
1qbn,6.404888541810833
1qbo,6.064877353832587
1qbq,4.674177197072567
1qbr,9.440609840313316
1qbs,9.274493659776143
1qbt,10.772631649842431
1qbu,8.473608136766416
1qbv,6.182106044938276
1qf0,7.565218680356682
1qf2,5.690418574148256
1qft,3.8070058705414156
1qhc,5.857160082556311
1qin,6.108296372017356
1qji,5.465842631346231
1qk3,6.742944705852707
1qk4,6.179618722892572
1qka,6.188008188757638
1qkb,6.100758862915976
1ql7,6.509568007713492
1ql9,6.992850624256835
1qxk,7.093308077823198
1qxl,7.798320486042591
1qy1,4.120834426681981
1qy2,4.072810785036336
1qyg,6.54668688257271
1r0p,9.892151121898278
1r9l,3.6033623235604657
1rbp,6.9615835312408
1rd4,6.120674226607002
1rjk,10.130126148251344
1rmz,3.8122648499566654
1rnm,3.7340432580809417
1ro6,6.43593670012487
1rp7,6.670824957021331
1rpf,3.7072185110469844
1rpj,6.031755261360645
1rql,3.504289824339012
1rr6,6.398422623647029
1rtf,3.5199380597567482
1s19,9.878558284633327
1s5z,5.018443272566004
1sb1,6.880664426016018
1sbg,7.539357106117139
1sdt,9.19989498256176
1sdu,8.809438581249955
1sdv,9.241528249007867
1sgu,8.0180763680412
1sh9,6.0714761716557515
1siv,6.8690783736074
1sld,7.113201757885591
1sqo,5.280546931547752
1sqt,5.063508497847107
1sr7,9.692058094237913
1srg,6.375212047875769
1ssq,2.4585165691417994
1stc,10.007135907176458
1str,4.3822819810296245
1sw2,3.2218972836762485
1swg,5.567776320339325
1swr,6.031023613762273
1szd,7.15987262089333
1t31,6.986525999415088
1t32,8.190038734646423
1t4v,5.944288399760766
1t5f,2.1931892190807103
1t7d,6.393164693439617
1t7j,6.721398873182902
1ta6,6.646695974656705
1tcx,7.85708591752397
1td7,4.8994662514678415
1thz,5.169443515794772
1tjp,6.446875741033972
1tng,3.5130573547613633
1tnh,3.654877728887818
1tni,3.4780585792048804
1tom,6.671940614688063
1tpw,3.123926802419645
1tq4,7.113106629708366
1txr,5.780600785630424
1u0g,3.8827390911635975
1u1w,6.029300814493834
1u71,6.802004615000352
1ua4,4.838058215180873
1ucn,6.282910436562757
1ugx,3.5969789430798422
1uho,7.27544496256026
1ui0,3.8083065385234143
1uj5,3.3628747941736052
1uml,7.548394982425503
1uou,5.229169322182999
1upf,3.0305046371366613
1usi,6.339980348179461
1usk,5.0722784764210775
1usn,5.44162656473113
1utj,3.4425149150450225
1utl,2.9780970554118698
1utm,2.897514920770753
1utn,3.5267190900076146
1uv6,3.263137097183461
1uvt,6.796725001164308
1uw6,4.894593730272573
1uwf,4.5564109618183615
1uwu,5.281186948328354
1uz1,5.9029237305209445
1uz4,5.417476947945708
1uz8,6.483414753695247
1v0k,-34.214298245100615
1v1j,7.363646269646074
1v2j,2.4689371265114253
1v2k,7.719870516594336
1v2l,3.1245259000946017
1v2n,6.777922497252447
1v2r,4.294520292027536
1v2s,3.011086597960398
1v2t,4.060070604006962
1v2u,2.7701215041397056
1v2w,4.0937117046223
1v7a,6.172705842190183
1vyf,4.98572967167862
1vyg,5.407077549600796
1w0z,4.159062314224963
1w11,4.363060493454836
1w13,4.369552991550512
1w3j,4.897103785154746
1w4p,4.337652526736844
1w4q,4.245269776684433
1w5v,10.470247153316537
1w5w,10.741430307184183
1w5x,10.8946831996391
1w5y,10.358517010748889
1w7g,4.818608350033553
1w96,9.662185048701373
1w9u,8.178949307280678
1w9v,6.439048650569566
1wc1,5.890941777021813
1wcq,6.247808838638242
1wdn,5.360277284293155
1wht,5.97109565999744
1wm1,4.783708549749698
1wn6,7.782223539406542
1ws4,3.819923017959306
1wvj,7.456467588574373
1x38,7.530312235089862
1x39,6.008204042778289
1x8d,3.878866814772985
1x8j,6.75303528735758
1xap,11.365410995204284
1xbo,8.439336811976954
1xff,4.761822074268798
1xgi,5.596016448745465
1xh4,9.263597986124307
1xh5,8.959487192970515
1xh9,9.900621726502742
1xhy,6.423470712076912
1xjd,10.227105128101936
1xk9,6.072635196579748
1xka,6.133604663990828
1xkk,7.9086936531409835
1xow,9.031036172738537
1xpz,5.3203549260933345
1xq0,4.671974909822596
1xr9,8.527250636115417
1xt8,4.171678338993619
1xug,5.573534722685011
1xws,7.660951900768746
1y0l,6.703159444143594
1y1z,4.920404942535938
1y20,4.111630425799416
1y3n,7.4380896641005725
1y3p,8.648319427904715
1y3v,6.236790757405416
1y3x,6.20149890312645
1yc4,6.754472702094341
1yda,3.6977378690313842
1ydb,3.893835163512312
1ydd,3.443295175939843
1ydk,4.424024365090785
1yds,5.246387172524965
1yet,7.399979637571286
1yfz,4.976594918513301
1yp9,6.478613578632898
1ype,8.136701205042058
1ypj,7.91271631598824
1yq7,6.0775161114377125
1yqj,9.28038251362957
1yqy,7.495670190197975
1yvm,5.738014138996382
1z1h,8.51809454905741
1z4o,5.0687394983867025
1z6s,4.9425411294820565
1z71,7.764612236125681
1z9y,5.687897677451766
1zdp,4.195826556835257
1zfq,4.148367738741894
1zge,4.105195983870723
1zgi,7.083720416608218
1zhy,8.17419429736316
1zog,4.104598634875495
1zoh,5.870585746039226
1zp8,7.147838207002344
1zpa,6.777248206349169
1zsf,7.612400157845119
2a14,8.367366750130332
2a4m,4.086885208698495
2a5s,4.803110151336515
2aac,5.165936713467398
2afw,3.916754758976763
2afx,4.251002648306084
2aj8,6.6361269543781365
2am4,8.262748138282221
2amt,7.508157162402675
2ans,5.502955210958428
2aoc,6.384823491135054
2aod,6.626057357030005
2aoe,6.377924599870493
2aog,6.463486799510176
2aqu,8.101859111189242
2arm,2.311012636162035
2avm,6.601408667050093
2avo,8.970883688496572
2avq,6.61689147736552
2avs,9.291958773431709
2ax9,5.565035089997053
2azr,4.039694987811416
2b07,5.378910166271359
2b1g,7.107901159892805
2b1i,8.632574315630023
2b4l,3.959592865755751
2b9a,5.962967097147854
2bal,7.150043641875828
2bes,5.73156186053446
2bfq,7.868629302147214
2bfr,6.960507043999985
2bo4,3.5693459562754097
2boh,6.647238065372516
2boj,5.063854036961443
2bpv,7.439116488837101
2bpy,8.150556344266272
2bq7,6.298272937712869
2bqv,8.281908771802463
2bt9,5.183285015317105
2buv,3.8778032677621597
2bvd,4.935750306624712
2bvr,4.626480908272083
2bvs,4.533835506524464
2byr,7.568143172334492
2bys,8.57007930002387
2bza,3.5081911288131167
2c1p,7.114872096762178
2c3l,6.159761415368529
2c80,4.582704459950825
2c92,6.570492708923525
2c94,7.09584016606995
2c97,4.306708939470567
2ca8,4.2924197779377575
2cbu,6.420488863404011
2cbz,4.991422673402464
2cc7,7.387702506933997
2ccb,4.738242527074841
2ccc,7.008934280926948
2cej,9.412836609394663
2cen,9.538093139397581
2ces,5.97557507798976
2cex,4.255613217278035
2cf8,8.786898099550626
2cf9,8.436796330067507
2cgf,6.857730841113739
2cht,6.707858496309803
2cle,4.592657245493099
2clh,7.190494800825523
2cli,6.69000027945129
2clk,3.69358860177179
2cn0,8.90107219690671
2csn,4.481901467270128
2d1n,5.160922898950074
2doo,6.011887461758231
2dri,6.050578049957354
2dw7,3.7007260129513075
2e1w,6.658528241171084
2e27,6.665117965859661
2e2p,5.622118991051586
2e2r,7.517069833242484
2e7f,6.671223655999411
2e91,3.6843985903270533
2e92,5.495757994932198
2e9u,8.042137501632363
2epn,5.210430120477309
2erz,6.432300145761649
2euk,6.336929951261205
2evl,5.934213206637503
2ewa,8.19552329374664
2ewb,3.884245753617604
2ews,6.391783935926056
2exm,4.017842786453192
2ez7,0.8706136025765454
2f1g,5.785886344977545
2f34,6.145517369772715
2f35,6.140237056464778
2f6t,6.258450603993514
2f7i,3.8267708477757973
2f7o,3.7908980820910507
2f7p,6.50815087766158
2f81,6.7736822986469765
2f8g,7.735716352821383
2f94,6.037280389830559
2f9k,5.444205517594604
2fgu,9.066093703933893
2fgv,9.229264408336515
2fle,8.41831208586622
2flr,5.730829863200143
2fmb,7.620260123488421
2fpz,4.660478739552018
2fqo,3.726328782591046
2fqt,4.642365914925048
2fqw,6.486440669097305
2fqx,6.518301613749111
2fqy,6.001465330576851
2fu8,1.7510668511169354
2fw6,5.503547663650417
2fx6,4.103416527379083
2fxu,6.480009724528068
2fxv,6.393467564768579
2fzg,2.9154329424759777
2gh9,7.5993424165770636
2gj5,4.582856245351252
2gkl,3.8104595130050445
2glp,5.071243258021854
2gst,6.775057460385406
2gsu,6.201773096107867
2gv6,4.7577042832443155
2gv7,5.583341668337933
2gvj,8.034198495665336
2gvv,5.550056598915303
2gz2,5.625636285457329
2gzl,8.681571622148454
2h15,5.6118252129622705
2h21,5.679043762250831
2h4g,4.938172577784519
2h4k,4.979053911947406
2h4n,4.038717825579176
2h6b,5.041963364649194
2h6t,5.980429412915853
2ha2,4.336644937477328
2ha3,2.8679265602940007
2ha6,4.28539253358113
2hah,5.952686259288529
2haw,2.3691273839164704
2hb3,8.405529936523363
2hhn,6.5872863295633755
2hjb,4.492742582114438
2hkf,5.516556441886076
2hl4,4.687094694226404
2hmu,6.042385835165653
2hmv,5.401199187825742
2hnc,3.020074112292584
2hnx,4.535979387871507
2hoc,4.578286245749001
2hs1,7.3668204730891
2hu6,6.626904417490451
2hxm,5.950480124943155
2hzl,3.341861259613132
2i0a,7.889190977865865
2i19,4.4407763671530995
2i2c,7.8537165614232505
2i3h,5.700312254315708
2i3i,6.105844723038111
2i4d,7.084540897136792
2i4j,6.252672966170815
2i4u,7.588692257559098
2i4v,7.737523788188678
2i4w,6.8464252769335605
2i4x,7.382932108634869
2i4z,5.182987390027328
2i6b,7.168670578342954
2i80,5.883788977460686
2idw,7.998279914571705
2ihq,6.945047316256973
2iko,7.446179755996134
2isw,4.32066060581579
2iuz,6.959173850575039
2izl,5.685782124716324
2j2u,6.659203231546254
2j34,6.394862311719967
2j47,6.3928695163014595
2j4g,6.135401607279752
2j4i,6.8198376508707765
2j75,6.241301651632847
2j79,5.7691672180941245
2j7b,6.450842446129919
2j7d,6.735799600482384
2j7e,6.333492746387024
2j7f,5.766544198501495
2j7g,5.890547274875082
2j94,6.331416713813444
2j95,6.262031900077317
2jdp,4.7549815889071665
2jds,7.8576301066554555
2jew,4.7863308698704365
2jf4,9.540832271324179
2jfz,8.200144704532907
2jg0,9.115880714217676
2jgs,5.910767608310744
2jh0,5.76910111800039
2jh5,5.963018858067816
2jh6,5.873431897165202
2jiw,6.001484216317917
2jjb,8.620756038553472
2jke,3.767907490229626
2jkh,6.874134156438208
2jkp,4.800897372008173
2jxr,7.061074314653292
2nmx,3.9290546224505207
2nmz,7.963190207669345
2nn1,4.2861570563583955
2nn7,4.669598454071672
2nnd,4.264716843944188
2nt7,6.514499984019526
2nta,6.631806316505157
2o0u,7.663941443632453
2o4j,10.355779277766077
2o4k,8.659079404009628
2o4l,9.801164517741038
2o4n,9.476371739703282
2o4p,9.127073663423344
2o4r,10.358284086609064
2o4s,9.220812689473117
2o4z,2.009493036629817
2o8h,6.439390692324444
2oag,8.487503145888436
2oax,9.69343255650445
2ogy,5.715461416538954
2oi0,5.566887291565396
2oiq,8.943120949656292
2ojg,6.285860809000546
2ojj,7.734071894404778
2olb,6.420956110627444
2on6,6.155756938790448
2ot1,4.524003379883451
2ovv,7.116796343935331
2ovy,6.4564186360479034
2oxd,4.102552329857298
2oxn,4.187968339871686
2oxx,4.30371450030362
2oxy,4.284274078026833
2oym,5.696614146426046
2p09,4.24317940493708
2p16,7.976852992123434
2p2a,8.158887753964356
2p3a,7.546205635405522
2p3b,6.841826249247817
2p3c,7.586432263878087
2p3i,3.4054778783970936
2p4j,7.9974993039409386
2p4s,6.865458606569572
2p53,5.384959898659799
2p7a,4.436925074919229
2p7g,7.448747517309346
2p7z,7.525813231884582
2p95,7.1367823542873845
2pbw,8.10614827282711
2pgz,6.937533589199899
2pk5,9.519472498177478
2pk6,9.186190229794189
2pou,5.548397451588978
2pov,5.507458061259109
2pow,5.267294037622005
2pql,5.466106681985222
2pqz,8.902741836311407
2psu,7.000100650410864
2psv,6.481214914596896
2ptz,4.047552855039043
2pu1,4.7641520151389445
2pu2,6.086549091442837
2pv1,5.167024392258476
2pvh,6.458103663834209
2pvj,7.403584715699396
2pvk,7.514032026818274
2pvl,7.144360432758464
2pvm,6.4783379867076984
2pvu,5.047323068016801
2pwc,8.857956050050904
2pwd,3.948732865170373
2pwg,5.577220240080628
2pwr,9.372402937242253
2py4,8.256015021855916
2pym,7.188021468217647
2pyn,7.733319962121558
2pyy,5.16677852788866
2q1q,5.082347374297318
2q2a,4.315923782167447
2q38,5.399687978804441
2q54,7.7734563587201375
2q55,8.43963688541835
2q5k,8.848625794491948
2q63,7.572761085761303
2q64,7.945784549124547
2q6f,5.6606088308178855
2q7q,4.857075456963383
2q88,5.278102277287421
2q89,6.176245169960505
2q8m,5.52644592522218
2q8z,5.5019147465200176
2qbs,6.231371948662988
2qbu,7.9787310741517565
2qbw,7.559057032465623
2qci,7.36679948893236
2qd6,7.070803968662219
2qd7,8.164091125364243
2qd8,6.827706010176773
2qdt,1.9452292314783666
2qg0,6.358591896264977
2qg2,7.499117187678636
2qhy,7.698184789546257
2qhz,8.29553028741496
2qi0,8.128717432873986
2qi1,8.08954980484495
2qi3,6.533591369822521
2qi4,7.966383296853439
2qi5,7.1620011138587625
2qi6,8.081350595334337
2qi7,6.565030532923833
2qm9,6.428872733493946
2qmg,9.851909105044102
2qnn,9.782892213522834
2qnp,9.570795548734704
2qpq,4.082806238363983
2qpu,5.477856760552365
2qrk,4.673182548043042
2qrl,2.7812135545250447
2qtg,6.163052430617415
2qtt,6.995709365876856
2qu6,8.206854038914909
2qw1,2.590216459340026
2qwc,4.544436352774089
2qwf,3.0609239702203586
2qzr,8.19388792846462
2r0h,4.185848940040841
2r0z,4.943800528622464
2r1y,4.121402048121825
2r2m,6.020750470093754
2r2w,3.687369247449692
2r38,9.578219743389683
2r3t,9.206231498425662
2r3w,9.484614316471161
2r43,9.206340616040714
2r58,3.3112733538036148
2r5a,2.7634483674280834
2r5p,8.611597853079793
2r9x,6.0348217461324
2ra0,8.95048359078483
2ra6,4.881812630137553
2rcb,3.913860694026228
2rd6,6.663184625551921
2reg,3.644851498796951
2rfh,1.3003610012722262
2ri9,2.0589827713597675
2rin,1.6695430524420647
2rke,3.8772412420974462
2rkf,8.102820185567982
2rkg,6.093151406625458
2sim,5.0048346971834965
2tmn,3.8007980575055256
2tpi,4.546774337570986
2uwd,7.001502392081165
2uwl,5.716164735525724
2uwo,6.374832234638756
2uwp,5.572354014132382
2uxi,3.828294997027088
2uxz,8.883451800491263
2uy0,8.983235662626237
2uy3,5.085938113251655
2uy4,3.935318742973666
2uy5,5.594225800703564
2uyn,3.224423776147869
2uyq,5.003489263000451
